Class,Overall Accuracy,IOU,F1-score
0,0.962844482787174,0.8878039495328005,0.9405679543710214
1,0.8172973390832841,0.7205586684646353,0.8375868625364993
2,0.6742560608322284,0.5456515714600402,0.7060473156244541
3,0.5807430586599116,0.4869030366631686,0.6549223784704231
4,0.3703152793964301,0.3132226956425871,0.4770290624459863
