Class,Overall Accuracy,IOU,F1-score
0,0.8770917396269509,0.7783663265995541,0.8753723177922313
1,0.9097618864417915,0.7963928208741787,0.8866577639590321
2,0.8056784794515579,0.6403387387387387,0.7807396406806768
3,0.7014215289614287,0.568025282334898,0.7245103618343055
4,0.6323558593319369,0.4935595728753474,0.6609171563544187
