Class,Overall Accuracy,IOU,F1-score
0,0.9989711119905026,0.9135123398711732,0.9548016188206816
1,0.981835112297087,0.9447170997205098,0.9715727802838596
2,0.7698677072427905,0.7204952347020576,0.837544004969973
3,0.6625,0.5476139752876011,0.7076880721315989
