point_id,point_lat,point_long,surveycprnlc
48001970,40.66698,15.64423,E30
48021964,40.61152,15.66288,E20
47921956,40.54603,15.53918,E20
48021958,40.5574,15.65805,A22
48021946,40.44915,15.64841,E30
47901950,40.49322,15.51103,B55
47881956,40.54866,15.49227,B12
47761944,40.44813,15.34241,B81
47641950,40.50982,15.20631,A22
47601948,40.49424,15.15796,B54
47561948,40.49669,15.11107,B82
47521944,40.46301,15.06131,B54
47501944,40.46421,15.03788,A22
47461946,40.48466,14.99244,B81
47501950,40.51837,15.04218,B16
47481950,40.51957,15.01873,B43
47461950,40.52077,14.99528,B16
47481954,40.55568,15.02158,E30
47501956,40.57253,15.04649,A22
47581952,40.53157,15.13744,B81
47561956,40.56889,15.11689,B55
47561962,40.62304,15.12127,E20
47501958,40.59058,15.04792,A22
47461968,40.68323,15.00811,A22
47481966,40.66398,15.03018,A21
47681958,40.57952,15.25918,B81
47681960,40.59757,15.26068,A22
47641974,40.72639,15.22415,B55
47641976,40.74444,15.22565,B55
47621974,40.72764,15.20063,B81
47621988,40.85395,15.21107,B55
47681986,40.83215,15.28027,B12
47681984,40.81411,15.27875,B55
47701996,40.92109,15.31145,B11
47601996,40.92736,15.19346,B53
47641992,40.88878,15.23765,B53
47541996,40.93105,15.12266,E10
47562002,40.98395,15.1507,B11
47502000,40.96957,15.07837,A22
47481996,40.93469,15.05185,A22
47501986,40.84326,15.06817,B54
47361972,40.72524,14.89333,B74
47281972,40.72986,14.79921,B74
47281978,40.78402,14.80333,B74
47401990,40.88533,14.95315,B55
47402002,40.99361,14.9617,B55
47341998,40.96104,14.888,B55
47321994,40.92611,14.86159,A22
47321996,40.94416,14.86298,B74
47281996,40.94647,14.81576,B74
47221990,40.89574,14.74083,A22
47241992,40.91265,14.76579,A22
47261994,40.92956,14.79077,A21
47141994,40.93632,14.64912,A22
47121994,40.93743,14.6255,B74
47141978,40.7919,14.63845,B42
47161984,40.84495,14.66602,B74
47261976,40.76711,14.77841,B74
47261972,40.731,14.77568,A21
47141976,40.77384,14.63712,B43
47301968,40.69261,14.81999,B74
47341964,40.65419,14.86424,B74
47361966,40.67108,14.88914,A22
47401962,40.63263,14.93334,B81
47421958,40.59535,14.95401,A13
47421956,40.5773,14.9526,A22
47441956,40.57611,14.97607,A21
47421952,40.54119,14.94978,E30
47521938,40.40885,15.05701,D20
47521928,40.31857,15.04985,A22
47521932,40.35469,15.05271,E20
47601928,40.31372,15.14336,B81
47601932,40.34982,15.14627,A22
47701934,40.36168,15.26468,B81
47641932,40.34736,15.19304,D20
47621924,40.27638,15.16381,A22
47661916,40.20169,15.20465,B81
47501918,40.22949,15.01938,B82
47501922,40.2656,15.02222,B81
47541912,40.17291,15.06179,B81
48201874,39.78719,15.80011,A21
48241876,39.80247,15.84809,B54
48261874,39.78302,15.86963,F40
48361842,39.48714,15.95897,A22
47121962,40.64855,14.60435,A22
47041966,40.68902,14.5129,A22
46741980,40.83097,14.16836,B42
46641994,40.9623,14.05862,A13
46641996,40.98036,14.05979,B45
46681994,40.96035,14.10587,A13
46781988,40.90121,14.22036,B75
46801986,40.88214,14.24274,A22
46781998,40.9915,14.22643,B31
46881994,40.95027,14.34211,D20
46921996,40.96624,14.39061,B75
46961994,40.94608,14.43659,B42
46901988,40.89506,14.36197,A22
46961984,40.8558,14.43022,B75
46881982,40.84193,14.33463,A22
46921982,40.83985,14.38179,A22
47001978,40.79951,14.47353,B82
47021974,40.76232,14.49452,A22
47061972,40.74211,14.54032,B43
47081970,40.72297,14.56255,A22
47121974,40.75689,14.61225,A22
47121978,40.793,14.61489,B42
47061980,40.81434,14.54552,A22
47101982,40.83021,14.59397,E30
47081992,40.92157,14.57696,B75
47061988,40.88655,14.55074,A22
47001986,40.87173,14.47867,B75
47001998,40.98006,14.4864,B36
47041998,40.9779,14.53366,B74
47061994,40.94071,14.55467,B74
47081998,40.97573,14.58092,B74
47062006,41.04903,14.56255,A22
47042004,41.03206,14.53758,B81
46982002,41.01723,14.46535,B36
47062008,41.06708,14.56386,E30
47062028,41.24756,14.57709,B82
46982026,41.23384,14.48087,B82
46982024,41.21579,14.47957,B54
46982016,41.14359,14.47438,B54
46942018,41.16377,14.42828,A22
46882016,41.14887,14.35592,B54
46942030,41.27207,14.43599,B51
46902024,41.22003,14.38469,E20
46822026,41.24222,14.29104,B74
46822020,41.18807,14.28731,E20
46822016,41.15196,14.28483,B12
46922014,41.12872,14.40203,B81
46942002,41.01935,14.41806,B36
46962000,41.00024,14.44042,A22
46822000,41.00752,14.27494,B11
46742002,41.02962,14.18157,A13
46762012,41.11889,14.2113,B52
46702006,41.06772,14.13665,B16
46722008,41.08478,14.16152,A21
46722010,41.10284,14.16272,B52
46681998,40.99647,14.10824,F40
46642002,41.03454,14.0633,F40
46602000,41.01841,14.01483,A22
46622000,41.01745,14.03848,B55
46581998,41.0013,13.99003,A22
46562004,41.05643,13.96982,B55
46562008,41.09255,13.97211,E20
46522010,41.1125,13.92589,B75
46542012,41.12961,13.95072,B42
46622006,41.07162,14.04198,B55
46642008,41.08871,14.06682,B16
46602016,41.16287,14.02412,B75
46562016,41.16478,13.97671,B74
46542020,41.20185,13.95529,B81
46562022,41.21896,13.98017,B81
46542026,41.25602,13.95874,B82
46562028,41.27312,13.98363,A22
46602028,41.27121,14.03112,A22
46582024,41.23606,14.00505,B81
46602022,41.21704,14.02762,A22
46702028,41.26632,14.14984,A22
46702022,41.21216,14.14623,B54
46682014,41.14093,14.11774,B16
46762018,41.17306,14.21495,B75
46742016,41.15601,14.19003,B81
46802016,41.15298,14.26113,B82
46802020,41.18909,14.2636,B55
46782022,41.20816,14.24112,A22
46762028,41.26332,14.22107,E30
46742030,41.28238,14.19855,B53
46782036,41.33452,14.24974,B52
46762038,41.35358,14.22721,B81
46682038,41.35758,14.1321,B16
46722032,41.30143,14.17601,A22
46622034,41.32441,14.05841,B74
46522036,41.34724,13.94072,A22
46622038,41.36051,14.06077,B71
46642044,41.41369,14.08812,B81
46622044,41.41467,14.06432,E20
46622048,41.45077,14.06669,E20
46582050,41.47076,14.02023,B81
46522052,41.49167,13.94992,E10
46522058,41.54582,13.95338,B53
46622052,41.48687,14.06906,B54
46682058,41.53808,14.14418,B52
46642052,41.4859,14.09289,B16
46682050,41.46588,14.13934,B54
46902058,41.52684,14.40644,B16
46842048,41.43974,14.3286,B53
46842030,41.2773,14.31728,B52
46862030,41.27626,14.34102,B55
46862034,41.31236,14.34354,B54
47002036,41.32301,14.51114,B81
47022038,41.33997,14.53621,B81
47042038,41.33889,14.55998,B53
47062034,41.3017,14.58108,B81
47082032,41.28256,14.60349,E10
47082036,41.31865,14.60617,E20
47062038,41.33779,14.58374,E10
47042040,41.35693,14.56131,E20
47082046,41.40887,14.61288,E10
47062050,41.44606,14.59176,E20
47082050,41.44496,14.61557,E20
47042052,41.4652,14.56929,B12
47022052,41.46629,14.54548,E20
47022048,41.4302,14.54283,A21
47002056,41.50346,14.52431,A13
46982056,41.50453,14.50048,A22
46962060,41.54169,14.47927,B13
46982060,41.54062,14.50311,B51
47042060,41.53737,14.57463,B55
47042056,41.50128,14.57196,B52
47062056,41.50019,14.59579,E20
47022064,41.57454,14.55346,B54
47022068,41.61062,14.55613,B55
47042070,41.62757,14.58134,B12
47042076,41.68169,14.58537,B54
47022076,41.68278,14.56148,B12
47002074,41.66583,14.53625,B13
47002070,41.62975,14.53359,B82
46962076,41.68603,14.48978,B12
46942072,41.65102,14.46326,B15
46982068,41.61279,14.50839,D10
46982066,41.59475,14.50707,E20
47002062,41.55758,14.52828,B12
46882064,41.58202,14.38645,E20
46842066,41.60215,14.34,E20
46922070,41.63404,14.43807,E10
46902078,41.70727,14.41938,E10
46882080,41.72636,14.39676,E30
46802082,41.74856,14.30236,B55
46782086,41.78568,14.28095,E20
46782088,41.80372,14.28222,E10
46782090,41.82176,14.28348,E20
46822090,41.8197,14.33139,B53
46842090,41.81866,14.35534,B15
46962088,41.79427,14.49771,B81
46982086,41.77515,14.52032,B81
46982080,41.72103,14.51633,B12
46982082,41.73907,14.51766,E20
47002082,41.73799,14.54158,B13
47042080,41.71777,14.58807,B53
47062084,41.75274,14.61469,B53
47042090,41.80796,14.59482,B12
47002112,42.00854,14.56174,B51
47042114,42.02437,14.61115,B54
47042118,42.06044,14.61389,B43
47022122,42.0976,14.59257,B52
46982120,42.08176,14.5431,B12
46942118,42.06589,14.49366,B53
46922116,42.04893,14.46829,B54
46942110,41.99375,14.48833,B13
46842114,42.03512,14.37082,B81
46882114,42.03302,14.41889,B43
46882118,42.06909,14.42152,B53
46762120,42.09337,14.27847,B81
46782116,42.05627,14.29998,B12
46822114,42.03617,14.34678,E20
46842094,41.85474,14.35791,B12
46822096,41.87382,14.33522,E20
46722112,42.02326,14.22533,B53
46682108,41.98919,14.17479,E20
46642106,41.97313,14.12552,E20
46482116,42.07106,13.93921,B13
46602094,41.86684,14.07026,E20
46482092,41.85453,13.92524,E20
46542080,41.74341,13.99009,E20
46622076,41.70346,14.0834,B55
46762090,41.82278,14.25952,E20
46722070,41.64437,14.19924,B55
46762062,41.57016,14.24204,B52
46602064,41.59614,14.05234,B55
46582074,41.68735,14.03439,E20
46442060,41.56761,13.8591,E20
46422068,41.64073,13.83974,E20
46402066,41.6236,13.81473,B54
46342072,41.68046,13.74637,B54
46362068,41.64346,13.76807,A22
46342066,41.62631,13.74308,B52
46202058,41.56021,13.57168,E20
46202062,41.59632,13.57377,E20
46262062,41.59373,13.64539,A22
46262064,41.61179,13.64646,E20
46262066,41.62984,13.64753,E20
46242066,41.63071,13.62364,A22
46262078,41.73816,13.65397,A22
46262074,41.70206,13.65182,E30
46382074,41.69671,13.7953,E20
46442110,42.01881,13.88763,E20
46402116,42.07479,13.84298,B54
46282106,41.98997,13.69313,E20
46242114,42.06392,13.6494,E20
46202104,41.97542,13.59595,D20
46182098,41.92212,13.56875,E20
46102094,41.88939,13.47069,E10
46122102,41.96076,13.49881,B43
46142100,41.94187,13.52179,A22
46162104,41.97712,13.5479,A22
46142108,42.01407,13.52596,A22
46162112,42.04932,13.55211,B23
46102112,42.05184,13.47995,B52
46042114,42.07237,13.40879,E20
45982108,42.02064,13.33363,B54
45982112,42.05674,13.33561,E20
45902112,42.05989,13.23937,E20
45922080,41.77025,13.24803,E20
45902076,41.73491,13.22219,B54
45922072,41.69802,13.24422,E20
45962074,41.71451,13.29302,A22
45982078,41.74983,13.31889,B55
46022076,41.73018,13.36578,A22
45982082,41.78595,13.32085,A22
46182068,41.65134,13.55302,E20
46122068,41.65386,13.48133,B81
46122064,41.61775,13.47928,B81
46162062,41.59802,13.52602,B52
46062058,41.56605,13.40463,E20
46002070,41.67681,13.3389,B54
45982066,41.64149,13.31305,B74
45942070,41.67918,13.26717,B81
45922044,41.44518,13.23094,B81
46082026,41.27627,13.41254,A22
46102030,41.31157,13.43829,B81
46162028,41.29102,13.50857,A22
46062042,41.42157,13.39668,B15
46062056,41.54799,13.40364,E20
46102056,41.54635,13.45135,B54
46122056,41.54552,13.47521,B54
46122050,41.49135,13.47216,A22
46222056,41.5413,13.59449,E20
46262056,41.53957,13.64219,B54
46242044,41.4321,13.612,B51
46302048,41.46559,13.68559,B12
46342050,41.48188,13.73432,B52
46282052,41.50258,13.6639,E20
46282056,41.5387,13.66605,B55
46322054,41.51888,13.71266,A22
46482046,41.43938,13.89884,E20
46362048,41.46293,13.75706,A22
46362046,41.44487,13.75596,B55
46382046,41.44397,13.77977,B55
46462042,41.4042,13.87277,B15
46462036,41.35004,13.86939,E20
46462028,41.27781,13.86489,B55
46402030,41.29861,13.79474,A22
46242040,41.39598,13.6099,A22
46422022,41.22547,13.81407,B55
46442024,41.24262,13.83891,B81
45842024,41.26757,13.12654,A22
45842026,41.28564,13.12745,E20
45802026,41.28712,13.07993,A22
45802034,41.35939,13.08351,B43
45762038,41.39698,13.0377,B16
45862040,41.41134,13.15764,E20
45882046,41.46478,13.18423,A22
45862048,41.4836,13.16132,E20
45882050,41.5009,13.18609,B54
45722040,41.41649,12.99096,B54
45722048,41.48875,12.99446,F40
45662054,41.54506,12.9255,E20
45622046,41.47419,12.87441,B55
45682038,41.39984,12.94248,E20
45702036,41.38107,12.96542,A22
45742032,41.34351,13.01127,A22
45542054,41.54915,12.78232,B75
45502054,41.55047,12.73459,B75
45482050,41.51499,12.70914,B54
45482046,41.47886,12.70756,E20
45442048,41.49821,12.66066,A22
45422050,41.51691,12.63758,B54
45302058,41.59286,12.49737,E10
45202078,41.77644,12.38495,E20
45082082,41.81589,12.24252,F40
44962098,41.96353,12.10365,B12
44922104,42.01872,12.05741,A22
44982108,42.05334,12.13083,A22
44942108,42.05435,12.0827,B55
45102110,42.06824,12.2759,B42
45102102,41.99599,12.2732,B12
45042098,41.96147,12.19977,A22
45042094,41.92534,12.19847,B12
45002094,41.92639,12.15044,A22
45082086,41.85202,12.24385,B11
45202096,41.93901,12.39129,A22
45182092,41.90346,12.36587,B54
45222088,41.86619,12.41246,B15
45182112,42.08407,12.37289,E30
45222114,42.10098,12.42176,E20
45242112,42.08234,12.44512,B81
45282108,42.04504,12.49179,B55
45282110,42.0631,12.49253,A22
45362106,42.02455,12.58726,A22
45382110,42.06005,12.61287,A22
45382114,42.09616,12.61442,A22
45502110,42.05619,12.75725,B74
45562108,42.03613,12.8286,E20
45442102,41.98591,12.68188,A22
45462096,41.93109,12.70351,B52
45522098,41.94718,12.77637,B81
45562100,41.9639,12.82525,B52
45542092,41.89234,12.79791,B82
45522088,41.85688,12.77227,B55
45402086,41.8427,12.62758,E20
45402100,41.96912,12.63302,E20
45342100,41.97099,12.56093,B55
45362086,41.84395,12.57962,A22
45382084,41.82526,12.60283,A22
45342072,41.71812,12.55038,B54
45362066,41.66331,12.57204,B13
45322064,41.64646,12.52348,A22
45302060,41.61093,12.49811,A21
45402064,41.644,12.61909,E30
45482062,41.62339,12.7139,A22
45582062,41.62007,12.83337,E20
45582066,41.6562,12.83503,E20
45482084,41.82208,12.7227,E20
45522084,41.82076,12.77064,E10
45562082,41.80137,12.81775,B55
45622082,41.79932,12.88963,B55
45702074,41.72427,12.98196,B52
45662074,41.72568,12.9341,B55
45602058,41.58326,12.85559,B75
45682056,41.56242,12.95023,B15
45762068,41.66792,13.05106,A22
45782070,41.68525,13.07587,A22
45782062,41.61301,13.07226,F40
45842070,41.68302,13.14761,A22
45742074,41.72283,13.02982,B55
45762074,41.7221,13.05375,A22
45802076,41.73869,13.10252,A22
45742082,41.79507,13.03339,A22
45762082,41.79434,13.05735,B81
45742084,41.81312,13.03428,E20
45822082,41.79212,13.12922,B51
45882088,41.84401,13.20392,E20
45802096,41.91926,13.11168,A30
45722112,42.06663,13.02281,D10
45662120,42.14099,12.95413,E20
45682128,42.21249,12.98177,B81
45582136,42.2882,12.86457,E20
45642142,42.34027,12.93966,E20
45702144,42.35618,13.01309,E20
45822142,42.3337,13.15721,E20
45722156,42.46375,13.04273,E10
45762162,42.51641,13.09397,E20
45782178,42.66002,13.12573,B52
45742172,42.60738,13.07435,E20
45762178,42.66077,13.10143,E10
45662168,42.57419,12.97543,B55
45702168,42.57275,13.02396,B55
45662176,42.64637,12.97902,D10
45642178,42.66513,12.95561,A21
45562150,42.41524,12.84637,B11
45502152,42.43532,12.77458,B52
45462156,42.47273,12.72779,D20
45542158,42.48812,12.82555,E20
45562156,42.46939,12.84893,E30
45542162,42.52422,12.82725,A22
45502166,42.56166,12.78043,B55
45502172,42.61581,12.78294,B82
45462170,42.59908,12.73354,A22
45382168,42.58361,12.63562,E30
45342170,42.60291,12.58785,A22
45302170,42.60414,12.53929,B81
45362162,42.53008,12.60899,B52
45382162,42.52946,12.63324,B81
45302150,42.42362,12.53166,B55
45342140,42.33213,12.57622,B52
45282140,42.33396,12.5037,A22
45342136,42.29602,12.57468,E10
45322138,42.31469,12.55129,E20
45422132,42.2574,12.66972,B81
45402136,42.29414,12.64716,B52
45402144,42.36636,12.65033,A22
45562144,42.36109,12.84381,E20
45542122,42.16319,12.81038,B81
45482118,42.12907,12.73644,B81
45422118,42.13101,12.66416,B54
45382118,42.13228,12.61597,B12
45382120,42.15033,12.61675,B16
45402124,42.18582,12.64243,A22
45302120,42.15279,12.52034,A22
45322122,42.17024,12.5452,E20
45262122,42.17205,12.47287,E20
45202124,42.19185,12.40125,B74
45142130,42.24773,12.33097,A22
45242128,42.22681,12.45095,B74
45222128,42.22739,12.42682,B81
45242132,42.26292,12.45241,E20
45202140,42.33631,12.40699,B74
45142144,42.37412,12.33586,B74
45182132,42.26466,12.37997,B74
45122134,42.2844,12.30821,B74
45102134,42.28495,12.28405,B74
45082136,42.30355,12.26057,B74
45122140,42.33857,12.31028,B74
45122144,42.37468,12.31166,B74
45082140,42.33966,12.26192,B74
45042144,42.37685,12.21489,B74
45022124,42.1968,12.18416,E20
45042124,42.19627,12.20828,B74
45122116,42.12187,12.30203,E20
44922116,42.1271,12.06108,A22
44962124,42.19834,12.11179,E20
44982126,42.21589,12.13655,E20
44922126,42.2174,12.06415,E10
44722120,42.16787,11.82119,B13
44742128,42.23968,11.8475,E30
44782124,42.20266,11.89465,A22
44762132,42.27535,11.87276,B55
44702132,42.27667,11.80029,B13
44702138,42.33086,11.80191,E30
44882144,42.38091,12.02132,B74
44882138,42.32674,12.0195,B13
44882132,42.27256,12.01769,B81
44982130,42.25201,12.13782,B74
44982134,42.28813,12.1391,B74
44982140,42.3423,12.14102,A22
44922146,42.39799,12.07033,B55
44922152,42.45216,12.0722,B55
44862160,42.52585,12.00192,A22
44882152,42.45314,12.02374,B54
44882146,42.39897,12.02192,B55
44862148,42.41751,11.99832,B12
44702148,42.42115,11.80461,B55
44742154,42.47445,11.8547,B55
44722156,42.49295,11.83102,B55
44742162,42.54668,11.85694,B54
44702162,42.54756,11.8084,B52
44902174,42.65126,12.05476,B11
44902172,42.6332,12.05414,B12
44882164,42.56147,12.0274,E20
44902162,42.54293,12.05105,A22
44922166,42.57855,12.07656,B52
44962162,42.54143,12.12384,B81
44962166,42.57754,12.12512,B51
44962174,42.64975,12.12768,B74
45042172,42.62961,12.22423,B55
45022174,42.64819,12.2006,B31
45022176,42.66625,12.20126,E20
45042176,42.66572,12.22557,B52
45062164,42.55686,12.24582,B12
45042164,42.5574,12.22155,E20
45002164,42.55845,12.17301,B81
45002160,42.52235,12.17171,B81
45042158,42.50324,12.21954,B13
45042156,42.48518,12.21888,B74
45042152,42.44907,12.21755,B12
45082150,42.42994,12.26531,B81
45062146,42.39437,12.23975,B74
45102150,42.4294,12.28953,A22
45162158,42.49994,12.36501,A22
45182156,42.48132,12.38854,B12
45142156,42.48245,12.34006,E30
45162150,42.42773,12.36217,B54
45142146,42.39218,12.33656,B74
45242150,42.42542,12.45903,B31
45262148,42.40677,12.48249,B52
45262156,42.47898,12.48548,B52
45242162,42.53373,12.46346,B12
45202166,42.57101,12.4164,A21
45142164,42.55466,12.34288,B81
45182172,42.62574,12.3943,B81
45222180,42.69678,12.44583,B52
45142190,42.78932,12.3521,E20
45122190,42.78988,12.32774,B52
45242186,42.75033,12.4724,B52
45222196,42.84116,12.45177,B11
45222198,42.85921,12.45251,B15
45242202,42.89471,12.4784,B81
45242206,42.9308,12.47991,E30
45222206,42.93139,12.45549,E20
45122200,42.88013,12.33127,E30
45162198,42.86095,12.37934,A22
45182196,42.84233,12.403,E20
45102200,42.88068,12.30687,A22
45082200,42.88123,12.28247,B31
45102206,42.93482,12.30898,E20
45002200,42.88338,12.18487,B54
44982186,42.75755,12.15589,B81
44982184,42.7395,12.15524,A22
45102186,42.75434,12.30198,B53
45022184,42.73845,12.20392,E20
45002184,42.73898,12.17958,E20
44942180,42.70442,12.10528,A22
44922178,42.68687,12.08032,A22
44922186,42.75907,12.08284,E30
44862186,42.76055,12.00979,B81
44862182,42.72444,12.00857,B81
44802176,42.6717,11.93381,B55
44802180,42.70781,11.93498,E30
44762176,42.67262,11.88518,B81
44682190,42.80075,11.7917,B12
44822206,42.94201,11.96705,E30
44842206,42.94153,11.99147,B81
44862204,42.923,12.01529,B82
44882202,42.90447,12.03908,B31
44842200,42.88738,11.98966,E30
44842192,42.81518,11.98724,B52
44882194,42.83227,12.03661,B81
44922202,42.90348,12.0879,C10
44902210,42.97617,12.06601,E30
44942216,43.02931,12.11682,E20
44862218,43.04934,12.01959,A22
44822216,43.03225,11.97005,B52
44842214,43.01373,11.9939,B52
44782214,43.01514,11.92054,B55
44782208,42.96099,11.91878,E20
44682212,42.99932,11.7977,B13
44782216,43.03318,11.92112,B82
44802216,43.03272,11.94558,B81
44682228,43.14371,11.8021,E20
44742226,43.12434,11.87505,E20
44702230,43.16132,11.82717,E20
44702232,43.17937,11.82773,B11
44702236,43.21546,11.82885,E20
44802230,43.15905,11.94975,E30
44802232,43.1771,11.95035,B82
44802234,43.19514,11.95095,B82
44782236,43.21365,11.92701,A22
44862234,43.19371,12.02454,F40
44862226,43.12153,12.02206,E30
44882226,43.12104,12.04656,E20
44982234,43.19069,12.17171,E10
45002234,43.19016,12.19624,E10
45062234,43.18855,12.26982,B81
45062228,43.13442,12.26773,B52
45082224,43.09779,12.29084,B52
45062224,43.09833,12.26635,E30
44982228,43.13655,12.16972,A22
44982226,43.11851,12.16905,E20
45042218,43.04474,12.23981,B13
45082220,43.0617,12.28944,E30
45122214,43.00645,12.33624,E30
45142212,42.98784,12.35997,E20
45122212,42.98841,12.33553,A22
45222220,43.05771,12.46074,B82
45242228,43.12928,12.48825,A22
45142228,43.1322,12.36575,B15
45162230,43.14967,12.39098,A22
45122234,43.18689,12.34339,E20
45222234,43.18401,12.46601,B12
45322234,43.18097,12.58862,E20
45322236,43.19901,12.58941,E10
45402232,43.1604,12.68588,B53
45442238,43.21321,12.73741,B81
45442226,43.10498,12.73239,A22
45442230,43.14106,12.73406,E20
45442228,43.12302,12.73322,E10
45422228,43.12367,12.70873,B52
45442218,43.03281,12.72905,C10
45542212,42.97534,12.84873,E20
45442210,42.96064,12.72573,B52
45402216,43.01607,12.67932,B43
45382218,43.03475,12.65568,B81
45382222,43.07083,12.6573,E20
45282214,43.00178,12.53183,B81
45322210,42.96446,12.57915,B41
45302204,42.91094,12.55239,A22
45322206,42.92837,12.57758,B52
45362200,42.87299,12.62402,E20
45402200,42.87172,12.6728,A22
45342196,42.83753,12.59805,B81
45322198,42.85619,12.57445,E10
45262198,42.85802,12.50129,B81
45322182,42.71182,12.56822,B81
45302184,42.73048,12.54466,B31
45362178,42.67448,12.61529,B53
45382186,42.74604,12.6428,E30
45342190,42.78339,12.59568,D10
45442190,42.7802,12.71746,E20
45422188,42.76281,12.69229,B81
45442184,42.72606,12.71499,B52
45522180,42.68732,12.81062,D10
45522188,42.7595,12.81402,C10
45502192,42.79627,12.79137,B81
45442208,42.9426,12.7249,F40
45542204,42.90317,12.84526,E10
45522206,42.9219,12.82172,E10
45582206,42.91984,12.89495,E20
45602202,42.88306,12.91758,B18
45622204,42.9004,12.94287,B53
45682200,42.86217,13.01424,B15
45602196,42.82893,12.91493,B52
45602198,42.84697,12.91581,A22
45582196,42.82963,12.89056,E20
45622190,42.7741,12.93663,A22
45562182,42.70401,12.86011,E20
45662184,42.71855,12.98262,B15
45662190,42.77268,12.98533,D10
45762190,42.76903,13.10706,E10
45722188,42.75246,13.05744,A22
45702186,42.73515,13.03219,B55
45762180,42.67881,13.10237,E20
45722198,42.84267,13.06208,B53
45742202,42.87801,13.08833,E10
45702224,43.07791,13.04975,B53
45782216,43.00279,13.1438,A22
45562216,43.01074,12.87491,B52
45602214,42.9913,12.92292,A22
45602218,43.02738,12.9247,E20
45542220,43.0475,12.8522,E20
45562224,43.0829,12.87842,E20
45582222,43.06416,12.90201,B55
45682228,43.11472,13.02713,B41
45662238,43.20563,13.00724,B52
45722234,43.16736,13.07893,B52
45822240,43.21769,13.20442,B81
45862234,43.16204,13.25049,E20
45942238,43.19494,13.35056,F40
45902234,43.16047,13.2995,E20
45882230,43.12519,13.27299,B55
45862230,43.12597,13.2485,E30
45842228,43.10872,13.22302,B52
45842218,43.01854,13.2181,E20
45882214,42.98091,13.26501,A22
45942218,43.0146,13.34033,B55
45962220,43.03183,13.3658,B52
45922220,43.03344,13.3169,B52
45982214,42.97692,13.38716,E20
46042218,43.01052,13.46255,A22
46102234,43.15225,13.54452,B31
46042228,43.10069,13.46784,B55
46002228,43.10234,13.41888,B55
46002232,43.1384,13.42097,B55
46002236,43.17447,13.42307,B52
46002238,43.1925,13.42411,B55
46102242,43.22437,13.54887,B31
46142240,43.20463,13.59682,B12
46142232,43.13251,13.59242,E20
46162234,43.14967,13.61801,B12
46202234,43.14793,13.66701,B52
46242228,43.09207,13.71259,B12
46242232,43.12812,13.71486,B12
46242234,43.14615,13.716,F40
46222242,43.21915,13.69603,B13
46302224,43.05331,13.78369,B12
46342222,43.03345,13.83143,B12
46342220,43.01543,13.83026,A22
46242220,43.01995,13.70806,C10
46242222,43.03798,13.70919,B52
46242226,43.07404,13.71146,B12
46202224,43.05778,13.66141,A22
46222222,43.03887,13.68474,A22
46182222,43.04062,13.63584,B13
46142222,43.04236,13.58693,E30
46122218,43.00715,13.56031,B82
46162202,42.86116,13.60041,B81
46222204,42.87658,13.67466,E20
46242204,42.8757,13.69904,B81
46242208,42.91176,13.70129,B11
46202206,42.89549,13.65138,E10
46222210,42.93068,13.67801,B82
46302210,42.9271,13.77563,B82
46282208,42.90997,13.75009,B82
46302208,42.90907,13.77448,E30
46342210,42.92528,13.82444,B52
46302196,42.80088,13.76761,B81
46342192,42.76299,13.814,B13
46322194,42.78194,13.79082,B12
46422194,42.77732,13.91253,B41
46402192,42.76022,13.88701,B41
46402184,42.68809,13.88231,B12
46302186,42.71071,13.76192,B12
46242188,42.73143,13.69008,E20
46242196,42.80356,13.69456,B53
46122194,42.79074,13.54735,A21
46082204,42.88261,13.50396,A22
46042206,42.90231,13.45623,A22
45982204,42.88674,13.38201,B11
45922210,42.94326,13.31185,E30
45922208,42.92522,13.31084,B52
45842194,42.80208,13.20638,E20
45922194,42.79896,13.30381,E20
45882184,42.71033,13.25018,A22
46022150,42.39802,13.40295,E20
46002156,42.45297,13.3818,E10
45902156,42.45695,13.26072,E20
45902152,42.42086,13.25876,E20
45962148,42.3824,13.32937,B55
46002142,42.32666,13.37472,B54
45982138,42.29137,13.34855,E20
46142122,42.1404,13.5333,E20
46142130,42.21259,13.53751,E20
46122128,42.19539,13.51235,E20
46122132,42.23148,13.51444,E20
46222148,42.37154,13.64376,D20
46282144,42.33281,13.71407,B15
46262144,42.3337,13.68991,E20
46262146,42.35174,13.69101,E20
46302136,42.25975,13.73377,B81
46202142,42.31828,13.61633,E20
46162136,42.26587,13.56482,B52
46162134,42.24783,13.56375,B52
46202126,42.17393,13.60771,E20
46282128,42.18847,13.70521,E10
46282134,42.2426,13.70853,E20
46382132,42.22005,13.82802,B53
46442142,42.30747,13.90619,B52
46422142,42.3084,13.88204,B52
46422146,42.34448,13.88436,B11
46422152,42.3986,13.88785,B81
46402156,42.4356,13.86598,B52
46342162,42.49247,13.79679,B52
46242164,42.51498,13.67675,B52
46222168,42.55194,13.65472,A22
46182172,42.58976,13.60838,B52
46182174,42.60779,13.60947,B52
46182178,42.64387,13.61165,B82
46342178,42.63676,13.80594,B81
46322176,42.61963,13.78052,B13
46342168,42.54658,13.80022,B43
46382174,42.59885,13.85219,B13
46422174,42.59699,13.90073,A22
46422176,42.61503,13.9019,B16
46462174,42.59511,13.94926,B52
46462172,42.57708,13.94807,B81
46462168,42.54101,13.94569,B81
46522176,42.61028,14.02327,B11
46522178,42.62831,14.02448,B11
46602166,42.51621,14.11415,B43
46622162,42.47916,14.13589,B72
46642164,42.4962,14.16136,E10
